followers,post_type,hashtags_count,caption_length,likes,comments,shares,saves,posting_day,posting_hour,predicted_reach
13962,0,28,491,424,47,96,133,4,23,6588
26617,0,9,465,2284,253,823,703,6,12,41642
6911,2,4,836,555,21,157,284,1,11,4368
17498,1,8,306,2009,86,522,722,3,13,38363
13011,1,1,121,1174,126,290,614,3,12,21040
5159,2,1,971,441,29,56,223,2,8,5510
32133,0,27,239,2504,113,512,1064,5,13,27579
24449,1,5,105,2868,217,509,1574,3,0,59535
16613,1,28,959,1632,110,589,390,3,8,33259
29015,1,30,689,4228,210,624,941,5,3,21624
30794,3,9,387,367,34,79,186,0,11,11082
18983,2,17,165,1661,144,592,436,3,23,33043
27711,1,11,430,2318,90,722,336,4,13,51471
18433,2,3,114,628,71,228,368,6,8,13365
17598,0,21,714,1196,95,307,534,6,2,8006
14959,0,20,339,833,43,145,300,1,5,6157
21458,0,16,448,1577,76,509,783,5,2,12740
3090,1,14,141,155,6,25,47,5,0,2881
32413,1,5,876,3053,208,379,1854,5,21,42394
31317,1,15,391,2834,119,813,502,4,20,94998
945,2,16,147,35,2,9,15,5,2,386
26714,1,2,952,2684,116,909,1400,4,13,56305
2569,1,9,852,128,11,46,47,6,19,3109
6622,0,4,279,176,17,58,89,2,1,3138
20909,0,13,559,735,58,68,436,0,11,9569
3128,1,25,405,188,17,51,95,5,9,3880
26053,1,28,566,3674,420,1140,1081,6,12,69295
27268,2,20,922,658,57,243,274,0,19,15996
11122,0,12,473,501,31,93,294,6,3,3846
596,0,25,684,46,3,5,16,5,18,518
5574,1,5,459,484,52,160,230,4,21,13981
14892,0,30,340,913,38,155,338,6,0,8085
60097,0,11,262,3594,213,914,729,1,10,45099
15487,2,25,690,1782,146,342,307,0,15,13501
5012,0,7,972,189,17,36,114,0,18,2808
15577,1,4,294,2164,213,637,955,4,18,55679
12147,1,29,283,1122,65,205,218,0,11,14893
23201,0,14,29,1102,47,311,617,2,2,10975
2197,1,26,248,149,17,11,59,4,22,3201
21971,2,15,279,1164,42,200,604,0,23,20762
12189,1,0,427,1894,73,323,389,0,17,8805
49949,2,15,954,2835,211,849,1657,0,16,45088
6775,0,4,319,269,27,45,115,4,4,1800
15520,2,2,40,682,67,180,342,1,15,5105
40829,0,19,835,2588,296,728,412,3,23,25777
2122,1,14,113,131,5,35,38,6,13,3854
42023,1,30,691,2424,154,620,664,5,18,53436
17965,2,12,195,1428,79,284,864,6,5,18396
1553,1,23,137,59,6,11,13,0,2,621
5870,0,15,219,100,7,24,48,6,5,1691
18973,0,22,423,664,21,62,109,3,11,11513
1545,2,10,290,136,12,45,32,3,19,3129
13590,1,20,968,2047,133,660,631,0,10,24996
6867,2,1,262,769,59,137,407,0,6,7229
15049,0,21,28,786,86,192,414,5,0,6238
1202,1,26,721,58,3,20,35,3,15,1172
31281,0,5,741,1218,62,190,718,1,15,12781
54952,3,25,145,2300,123,684,422,3,16,24362
52547,1,25,232,4019,242,401,2199,1,14,92354
21273,2,29,12,533,21,123,193,6,20,14694
2590,1,26,972,156,14,53,88,2,8,3171
21798,1,5,245,3367,163,809,630,1,4,24004
873,1,13,863,50,5,12,27,5,19,1451
835,1,24,474,86,4,29,19,4,7,1587
6364,2,10,237,380,20,110,116,6,20,12569
10560,2,7,922,536,30,152,84,0,0,5813
22571,2,7,663,1531,151,384,312,2,6,16998
17746,2,0,508,920,63,243,331,3,10,11592
9356,1,20,530,272,28,85,147,1,19,13104
5295,1,6,711,305,30,112,158,2,20,8880
88272,3,5,871,1034,117,324,267,6,12,25534
8831,0,20,926,229,22,65,49,4,21,5032
9505,2,7,981,424,14,49,141,1,12,3617
3180,2,18,686,424,44,135,243,5,6,3450
24257,1,21,148,2387,273,706,449,3,10,50520
18246,3,30,285,463,55,141,188,3,17,7368
4241,1,20,300,429,17,61,80,1,0,5153
1789,1,23,62,116,9,40,43,4,11,3367
17614,0,19,696,295,14,30,60,0,2,2263
16441,1,7,119,1991,106,300,364,0,0,16618
5287,1,25,724,447,43,122,105,3,3,4209
45697,1,13,957,2506,295,694,671,6,5,29982
2956,2,30,657,236,19,39,65,6,4,1826
8993,2,17,13,447,47,127,204,4,10,7504
43633,0,24,676,1097,33,209,187,3,19,37221
8663,1,28,693,568,18,42,104,0,22,5285
15763,2,15,945,1239,103,153,292,3,12,19292
8102,0,8,879,406,26,137,230,1,10,4702
5307,0,14,56,152,16,21,68,6,5,2239
62506,0,29,103,2416,138,263,1205,6,18,81472
8397,1,25,949,1130,77,316,366,5,14,18001
34178,0,9,569,885,68,183,219,1,20,24902
4419,3,28,761,172,9,54,27,5,12,1776
4094,1,21,868,528,59,176,201,4,9,10828
974,1,15,222,42,3,13,17,0,0,903
16318,0,3,445,229,15,38,132,4,12,11541
7395,1,19,861,638,67,144,365,4,5,8302
30466,1,12,517,2783,161,751,975,0,20,77944
10114,2,21,845,396,41,67,138,2,23,6670
52221,2,4,660,5128,210,447,1139,2,19,54137
3578,1,21,214,207,9,46,55,3,11,4557
30945,2,6,390,2172,251,171,1289,2,16,30191
22981,2,22,82,1253,132,451,266,1,17,14720
22605,2,8,525,2181,141,684,1340,6,23,29397
28443,0,7,85,658,57,87,256,5,7,17452
21970,0,28,850,1733,199,279,634,6,13,21747
15261,0,15,86,580,28,214,132,4,4,6832
2610,1,5,825,165,5,30,76,6,21,4244
996,1,27,777,96,7,29,35,3,1,742
38545,1,15,419,2519,107,526,816,4,21,73564
14882,2,5,623,1231,57,411,335,0,10,7902
24384,2,30,115,1653,182,472,291,6,2,12979
10352,2,13,854,935,28,76,370,2,21,14474
2371,1,20,560,93,9,15,27,0,15,1686
2506,1,0,485,331,25,80,161,3,20,7497
17854,1,24,835,929,74,327,460,5,15,13021
8939,0,8,284,480,43,50,146,1,8,6030
3856,0,24,97,208,14,53,97,2,12,3756
10647,1,30,732,792,32,131,213,0,9,7570
1495,1,26,890,85,3,29,42,5,16,976
13583,2,23,86,1319,129,401,200,6,20,28886
5199,0,12,86,364,18,67,79,2,16,3383
24459,2,25,451,1735,56,217,456,4,9,25506
6073,1,28,549,562,66,44,292,1,7,9766
9610,1,18,254,1026,121,268,180,6,6,14333
675,1,16,587,31,1,6,7,5,13,488
1628,1,10,787,96,3,16,30,2,21,1753
7975,1,27,391,433,41,160,64,6,17,7649
10307,1,27,991,472,49,101,242,1,20,11861
14245,0,7,726,623,25,186,259,5,18,7605
5672,0,22,579,498,21,63,289,4,17,4822
18310,1,28,722,2282,237,180,363,4,13,26757
30004,2,4,746,1102,124,220,304,0,9,11185
23201,1,9,151,1870,189,513,933,3,0,44585
1106,2,6,902,97,4,22,45,0,8,1020
10323,1,9,377,548,36,187,143,1,17,7010
2162,2,3,93,242,20,49,104,0,12,2901
4656,2,8,152,198,8,33,104,5,16,3804
65257,1,26,361,7736,378,2706,1239,2,22,121417
2805,1,25,554,298,16,58,146,5,21,5288
10863,2,13,922,1086,82,169,289,0,15,8178
14941,1,1,161,684,51,71,413,3,23,11721
18683,1,24,167,1208,124,378,489,5,10,21842
12802,0,8,455,358,35,115,57,5,22,5524
647,2,20,662,41,4,3,13,5,8,424
6428,2,26,967,462,48,84,283,3,6,5861
11438,0,0,772,835,44,250,416,5,21,7597
1879,1,22,312,304,18,109,88,1,0,4443
6976,1,9,633,700,52,131,296,4,8,11386
1006,0,9,665,30,0,10,13,3,9,712
1727,3,19,459,36,4,6,5,1,15,465
8085,0,24,730,339,11,43,78,3,20,7593
2635,0,21,233,112,6,8,46,3,17,1887
13074,1,28,52,1714,139,298,582,4,13,46509
18041,2,2,273,578,44,108,136,2,10,12098
24685,0,5,765,550,48,197,285,1,23,7500
3849,1,28,12,432,33,59,164,3,3,3548
3249,1,25,646,292,14,55,86,6,18,5425
2156,0,5,277,45,2,3,10,3,12,1054
15676,0,20,605,1197,133,363,527,0,0,7734
18886,1,1,25,3189,171,1114,1491,5,20,41441
981,1,25,343,73,4,10,34,2,18,1931
41782,2,25,473,3591,241,731,901,4,14,75378
1300,2,17,68,116,4,12,50,6,19,2756
12190,3,22,186,462,34,97,269,1,14,9990
19019,1,1,72,1913,171,220,603,3,10,23651
31215,3,11,967,1023,103,237,252,5,22,13808
19281,1,21,570,1421,133,419,737,1,4,17850
24771,1,4,316,877,37,211,201,4,23,10102
6720,0,19,255,152,10,22,40,2,21,4520
25796,0,6,298,1016,34,184,195,0,9,11309
1752,1,23,807,201,6,53,55,2,17,2327
34280,1,15,964,1907,132,480,654,0,6,28773
12397,0,19,341,524,27,60,91,1,0,4541
25998,1,0,536,1371,125,450,778,2,2,19212
9530,1,0,859,1776,169,386,699,2,0,14345
15974,1,16,264,1154,127,142,496,2,16,23902
11710,1,26,613,1412,139,157,458,4,14,25545
20228,2,0,519,1029,35,375,483,1,4,6531
1777,2,20,800,64,4,10,22,6,21,1959
1433,1,19,727,183,9,63,94,0,15,2474
4757,1,12,615,469,30,92,254,2,11,8502
3107,1,29,746,305,13,58,143,1,18,4277
31310,2,8,822,1637,63,467,626,6,13,29481
4211,1,14,839,319,24,24,167,5,2,3155
56361,0,2,472,1317,124,232,506,4,18,44779
6662,0,13,208,176,16,29,34,4,0,4394
3515,1,22,280,444,31,148,89,5,20,8496
23888,1,10,755,3715,286,868,2247,1,0,43220
16625,2,23,567,1364,104,251,337,0,9,14780
10843,0,21,73,328,30,50,177,1,2,3313
12657,1,11,239,889,30,224,234,1,12,22737
19551,2,12,951,1042,97,125,368,3,5,7412
4390,2,25,961,224,18,33,103,6,10,3232
84629,1,12,258,2661,127,433,588,4,5,60374
55709,1,0,255,9154,315,2355,4598,0,2,56370
16261,1,23,949,761,30,142,364,3,15,18107
3838,2,30,596,262,20,59,106,5,8,4004
17602,0,9,166,509,50,137,213,1,7,10340
1624,2,2,744,181,10,65,35,5,2,692
966,1,23,711,114,7,34,40,4,4,1082
4969,1,27,994,542,61,106,100,3,20,8975
9815,0,3,573,198,9,59,58,6,13,6375
30905,1,15,959,5157,202,1856,2999,3,4,72753
19983,1,7,97,2332,142,524,986,0,18,38549
20863,0,15,322,1071,104,212,540,6,4,10626
8813,1,26,860,988,85,97,417,1,20,17859
6868,3,16,75,168,11,57,40,0,19,5115
7455,1,18,671,319,37,47,138,3,19,10048
66410,2,21,29,5276,507,496,2696,6,1,34464
1114,0,14,42,79,2,18,16,3,6,713
30764,1,15,849,2303,223,757,1245,0,0,28566
13465,0,14,802,310,9,61,128,3,20,8383
9160,1,24,567,727,64,225,106,6,17,11307
19878,2,1,82,2058,100,670,816,2,9,26771
10502,1,10,875,414,38,87,139,4,5,3999
31503,0,0,834,1200,69,302,345,1,6,10352
35144,1,14,352,2188,237,514,1135,4,11,46523
8715,1,25,142,1472,88,525,855,1,17,24217
5361,1,18,64,239,20,69,123,6,10,6651
13960,2,3,70,1024,57,361,568,3,21,28454
37018,2,10,866,2658,299,374,1556,6,18,56349
4048,1,4,529,383,38,64,225,0,3,3641
15131,1,2,281,1737,90,167,346,0,18,17269
15477,1,12,255,713,82,160,260,3,12,26879
20313,0,9,185,928,57,312,133,1,18,22444
2615,1,10,637,386,34,66,150,3,1,3533
19372,1,17,326,1429,138,162,847,1,8,28149
36458,1,1,792,2700,86,257,650,3,7,25966
3470,1,6,714,451,52,94,205,3,20,9047
4568,0,8,671,381,23,47,174,3,13,3417
53812,1,9,140,5285,248,945,1172,0,8,86137
3494,0,17,111,140,14,44,36,1,12,1976
29401,0,22,319,981,91,186,361,5,17,10201
10667,2,6,791,370,13,95,87,3,5,3094
4759,0,26,301,285,11,64,122,4,22,4019
31190,1,6,731,3911,369,1136,1484,4,21,77423
9340,0,2,504,669,24,81,265,6,2,3497
11348,2,11,370,300,33,105,62,6,9,10933
7176,1,6,347,626,60,167,247,0,9,9052
13982,0,16,588,405,24,63,68,2,9,10818
3178,1,25,19,264,16,29,151,5,8,3468
7941,2,0,58,547,41,65,170,0,11,3589
52807,3,4,496,932,58,288,522,2,23,17894
4978,0,15,632,229,23,57,111,0,7,3930
16538,2,14,330,1228,144,232,634,6,23,25483
6399,2,1,740,569,47,99,168,4,8,4726
22773,2,8,578,2632,184,873,670,3,16,30674
2604,1,30,804,394,19,132,134,1,7,5028
53009,1,6,980,4584,407,1143,714,6,17,49129
9571,1,3,634,648,59,150,382,3,19,15998
4538,2,19,142,343,31,109,113,4,16,5852
1645,1,17,592,161,5,48,100,1,5,1954
3290,1,20,92,482,53,94,247,2,9,13402
11502,1,3,66,989,59,98,181,2,0,10648
6664,2,27,385,477,46,145,221,4,20,10425
26981,2,12,358,1343,132,168,370,1,0,13020
8955,0,0,280,197,17,15,51,3,8,4296
4789,2,27,492,373,24,122,100,4,19,8091
14901,1,23,120,2296,194,570,1352,2,2,29922
18902,2,2,878,1858,62,636,719,4,23,18138
3241,1,15,896,285,28,62,133,3,5,2525
3251,1,29,85,171,6,60,47,0,6,3071
1060,2,21,167,88,5,15,35,5,8,1392
20499,1,3,541,2269,89,663,712,5,4,11202
16850,2,24,942,768,80,126,230,6,15,10001
10154,1,22,652,1172,93,88,309,5,1,8076
28384,1,24,338,3001,276,566,1028,0,2,27164
25072,1,15,131,3444,314,1020,1600,3,2,62241
13704,1,25,50,1585,167,190,399,6,19,47435
30905,1,18,176,3934,164,890,2412,1,22,86948
3957,0,0,931,234,20,32,47,4,9,1319
2280,1,4,651,246,20,23,92,3,21,4171
5215,0,18,32,309,10,80,57,0,2,1376
1381,3,21,288,59,2,21,9,6,14,1368
11862,3,23,772,411,22,69,243,2,13,7797
41875,1,10,478,3612,131,900,1942,5,22,51145
1102,2,12,409,34,2,12,16,5,3,387
2453,1,19,18,490,15,132,276,3,9,7754
9527,1,4,22,1263,100,349,674,5,10,10112
41243,2,20,933,1751,85,225,802,5,10,27243
6200,2,3,932,437,24,97,242,3,7,6699
11115,1,3,828,568,63,105,189,3,22,7426
1136,2,3,841,45,3,9,18,6,22,537
2908,1,3,61,178,9,56,92,0,8,3782
65221,3,19,218,2182,182,465,404,0,7,38222
50837,0,20,559,4078,196,382,2288,5,11,43722
574,1,17,621,54,1,18,11,6,16,967
45989,1,17,714,3496,111,833,1972,3,22,77462
15788,1,15,411,1792,207,631,529,3,14,62512
30865,0,8,200,818,77,201,247,5,18,24303
9597,2,17,60,351,35,33,63,1,19,10369
11372,0,21,402,726,85,174,417,2,5,6670
10566,1,1,662,1058,120,262,242,4,4,6961
16988,0,20,689,934,89,130,420,4,7,11565
2756,1,3,832,295,27,63,134,5,17,3144
956,1,11,630,131,7,27,36,6,20,2828
6021,1,6,728,237,9,62,147,4,20,6142
18795,0,14,948,1029,84,157,180,0,14,12830
3881,0,6,309,239,19,59,105,6,2,1534
17286,1,28,631,2296,265,338,865,6,13,48970
53054,2,21,205,3471,242,725,913,0,14,48755
1979,2,25,426,152,14,16,33,1,12,1508
17248,0,20,673,1196,97,103,600,5,20,15101
9298,1,16,429,495,22,84,291,0,19,14470
30890,0,15,764,1739,144,273,341,5,20,30112
3424,0,27,649,91,7,17,21,5,8,955
18195,1,30,626,2377,176,864,1481,6,22,49288
27813,1,18,531,2476,188,573,374,3,16,43998
43901,0,8,365,2259,101,544,883,2,18,46145
17744,0,30,157,706,50,252,278,2,3,6356
10812,0,13,374,350,29,122,95,5,19,6896
14929,2,16,373,362,26,123,168,2,9,14549
30977,3,4,980,450,33,46,271,2,21,11235
13180,0,1,661,306,11,81,111,4,2,2661
962,0,19,711,55,2,17,27,6,18,1237
40593,2,15,411,1050,61,341,480,4,8,43136
18044,2,13,615,1018,68,252,380,3,4,7988
17428,1,13,501,1354,112,108,227,1,13,15391
4143,0,26,238,223,24,81,112,6,6,3427
16633,0,0,584,959,42,207,307,0,20,10072
8009,1,2,861,1069,33,206,270,0,5,4511
16300,1,25,546,2278,160,440,1377,4,23,46941
2190,0,6,277,53,3,10,27,5,7,1397
16587,1,25,414,1104,87,163,675,2,1,14444
112125,0,14,802,3283,344,568,881,3,13,87303
1241,2,18,20,73,7,27,40,1,21,1239
57197,1,19,329,5879,229,1090,2582,4,6,106988
8336,0,1,722,398,45,92,247,5,2,1410
31190,1,18,135,2191,87,721,1323,3,19,79502
23375,1,8,315,1590,138,370,980,5,21,44239
13055,3,18,711,696,62,119,422,3,22,7334
20616,1,26,520,3224,293,748,476,4,5,27969
32119,1,4,98,2791,150,304,1407,3,20,82473
8266,2,17,364,365,21,41,100,6,13,9015
6440,1,15,637,875,69,247,425,2,11,18057
17020,2,3,361,2153,103,754,1336,3,17,20702
25241,1,11,698,1907,60,558,311,1,11,19868
22050,1,28,23,1475,118,143,618,3,6,22572
24478,0,6,266,1502,107,294,752,6,4,12329
9079,1,13,218,1119,99,84,298,0,11,13511
26042,2,22,290,1164,50,265,294,6,8,28989
2421,2,11,452,159,16,21,27,3,10,2116
12295,0,2,849,756,32,253,143,5,3,2993
586,0,4,846,27,2,2,12,4,13,394
6386,2,16,398,402,28,30,156,0,11,4363
7346,2,25,626,444,35,93,70,4,17,5588
8067,0,9,492,164,18,19,100,5,6,2143
18334,1,9,156,2259,128,669,1045,1,22,36399
7879,1,10,288,606,28,212,239,2,0,12348
9431,2,16,530,764,53,66,211,1,12,12175
4568,0,4,639,216,11,41,100,0,15,1566
7508,0,12,615,582,45,217,186,5,4,3100
4367,2,9,443,214,11,63,103,5,18,5356
1640,0,8,153,86,9,31,40,2,8,1751
14374,1,16,298,684,57,84,129,3,22,14722
17048,1,0,395,1390,41,196,814,0,8,20872
14993,1,3,23,2644,270,321,1006,2,11,25994
9840,1,3,266,924,55,153,309,6,17,14989
7665,1,17,355,1012,59,295,615,6,23,19072
30353,0,8,707,650,41,80,232,4,9,12357
11480,1,29,354,1503,130,349,743,2,16,20532
10285,2,24,409,862,60,134,398,4,18,17900
889,2,28,216,77,6,24,17,6,23,1023
6761,0,28,867,280,12,21,175,6,10,4629
7675,0,17,952,404,47,57,149,4,15,5352
8132,1,13,181,867,82,222,291,5,7,21798
13518,1,24,473,1724,90,179,1018,2,23,25995
11940,1,14,279,1127,107,242,452,5,14,27197
14543,1,5,230,1825,149,375,888,6,10,37261
22215,0,23,161,1692,67,559,939,5,6,15228
25648,0,9,632,527,24,138,136,1,1,5815
19494,1,28,192,1680,56,448,380,1,18,32554
47191,1,14,408,2698,277,972,478,5,8,63997
776,0,28,860,16,1,5,9,5,17,280
3768,1,3,81,412,24,111,99,4,12,8375
613,1,17,427,106,4,24,31,5,22,1317
16139,2,17,907,694,51,178,196,0,0,9542
34746,2,24,292,1863,143,353,544,2,18,55331
4685,1,16,83,531,49,197,248,0,12,17770
39766,0,11,364,2794,327,800,1697,1,13,46506
1432,1,6,736,121,8,19,36,0,16,920
41370,0,15,506,3163,210,292,1082,3,21,54477
6999,1,10,337,535,33,47,277,3,19,18434
2104,2,13,997,73,7,9,25,1,0,983
10479,1,2,544,400,17,57,237,0,4,4036
4951,2,18,589,237,14,47,92,2,19,8091
5529,1,17,919,566,53,78,177,1,13,6944
6007,0,29,456,447,14,118,275,3,17,3996
24870,2,9,382,2948,165,407,1034,1,12,34135
12120,1,5,371,829,72,108,212,0,22,8849
6094,1,12,102,433,20,93,99,0,11,5494
14636,1,9,330,1276,73,435,800,0,14,33393
19389,0,17,333,1343,99,289,684,4,23,18123
5274,3,25,393,236,16,47,80,0,3,1625
8504,0,30,584,315,12,78,171,5,8,5344
2449,3,19,745,27,3,4,11,3,2,365
3497,3,25,746,88,2,15,26,6,21,1971
17644,2,15,890,1646,160,229,831,3,10,19995
3503,1,24,355,266,9,65,134,4,14,7899
11671,1,24,858,1263,91,358,488,3,15,15698
19018,2,5,112,1542,70,427,255,3,6,18174
2195,1,12,224,131,5,19,23,1,6,1241
13066,1,3,201,1376,56,425,725,6,21,38027
4947,1,22,681,319,22,48,173,6,8,6420
49922,1,13,893,8594,656,1032,4070,0,16,110955
10411,1,0,728,1709,71,307,943,5,12,22217
25097,1,27,790,3834,452,975,1892,5,8,45273
12485,1,19,203,1517,80,178,879,1,8,28397
1165,2,4,389,73,5,19,15,5,19,867
15542,0,7,412,837,41,279,278,1,11,5793
45863,2,11,673,4569,340,744,1688,6,20,77142
14304,1,1,758,1046,102,219,301,6,18,14630
26154,2,11,609,1571,120,225,780,6,22,24133
32839,1,4,20,2866,159,525,1683,5,14,36390
4383,2,21,196,274,14,22,94,3,17,5133
4074,0,4,735,145,14,52,87,6,7,2402
14661,2,30,24,744,30,148,293,2,5,4317
8440,0,12,787,636,40,198,253,0,5,3416
27975,2,8,306,2069,90,243,901,2,2,12169
35042,3,9,420,1507,80,480,413,3,2,14276
7040,1,0,965,709,31,236,234,4,1,4117
4554,0,29,594,234,25,67,96,1,4,1792
23247,2,2,61,1984,190,686,1193,5,19,40515
5319,1,29,649,589,47,73,268,5,11,5575
26441,2,17,37,981,49,213,300,3,5,9846
8767,0,11,586,299,22,78,44,5,15,5020
17018,0,28,26,606,46,153,376,3,4,4926
2006,3,2,360,45,3,14,17,2,5,396
15166,1,25,437,1542,54,215,925,4,3,14528
9515,2,24,659,341,40,43,140,1,13,4687
13750,1,28,840,1635,117,246,716,5,2,9898
3259,1,29,238,361,40,123,176,4,16,10367
20526,1,8,775,1164,35,415,349,4,4,9655
30294,1,25,998,3484,182,856,1685,4,21,62245
4164,1,1,219,741,29,167,296,0,20,11646
2009,1,29,440,273,27,70,128,4,20,7692
858,1,2,303,62,3,16,34,6,5,579
15907,1,13,752,1314,138,165,306,3,19,22013
14512,2,3,762,497,52,139,219,0,3,3445
12367,0,24,591,422,38,88,71,6,12,8937
4458,1,18,113,367,33,84,71,0,7,6885
7936,0,12,213,351,32,29,165,4,10,6782
14038,1,6,62,755,68,229,134,5,23,10455
10800,2,11,983,1397,90,454,605,5,18,23362
66576,0,2,949,3058,279,797,767,5,22,18205
2700,0,22,384,65,7,19,18,5,4,909
18318,0,22,851,571,34,132,118,3,4,4467
8270,1,8,63,521,59,135,137,5,2,4885
8884,2,1,285,706,22,136,383,1,1,5211
19466,0,28,344,932,57,291,423,4,2,6324
18186,2,21,40,492,20,106,297,0,14,7517
71590,1,8,144,3494,144,975,585,1,6,51065
2561,1,11,67,294,30,76,155,5,2,3274
2149,2,30,114,73,8,20,35,1,14,1937
19828,1,11,275,3453,345,1072,935,0,10,60374
13455,1,14,531,1421,167,325,708,5,15,19183
5306,0,1,505,252,12,80,124,1,12,3457
1741,0,17,262,64,2,14,23,3,1,866
1843,1,12,304,150,11,54,71,3,19,6250
34191,0,13,677,2463,257,740,886,4,11,23248
3695,1,4,167,136,4,17,41,4,20,3194
6359,1,25,558,207,24,67,76,6,6,6099
4355,1,9,640,341,28,82,197,1,0,3759
7077,0,11,76,152,17,56,50,0,13,5756
1579,1,9,763,112,7,32,38,3,23,1914
11480,1,23,308,1171,83,117,514,2,9,17507
1550,3,10,472,48,4,9,24,4,2,413
24668,0,30,734,1316,133,302,659,6,10,14784
4492,2,24,829,238,12,77,36,3,21,5859
12148,1,1,110,680,77,199,325,6,19,22234
32313,1,4,65,4878,527,906,1770,5,20,81624
16284,1,29,341,2605,82,706,1038,1,14,50275
11920,0,6,845,404,16,100,168,6,5,4261
6380,0,30,760,262,19,29,130,3,17,4315
6574,1,5,402,1142,81,166,625,3,12,27210
17106,1,21,752,2079,194,368,952,1,14,30053
77592,2,22,883,2361,89,315,987,4,2,24991
16763,1,2,390,1801,158,216,586,4,14,31789
12739,0,12,101,446,38,41,94,2,23,10182
20176,2,2,800,625,31,210,381,2,23,11757
9888,1,25,456,1294,101,209,476,4,0,23576
1430,1,24,118,131,6,21,54,4,9,3872
12893,1,29,326,1814,78,248,923,6,23,34537
47918,2,23,177,2358,192,513,417,4,17,40344
3391,2,20,821,344,40,78,192,4,7,6378
18067,1,5,991,2009,103,276,1067,3,11,30210
3864,1,10,929,300,18,77,156,2,4,3295
12012,2,27,444,444,23,129,68,1,0,5655
2025,1,25,451,264,14,49,105,0,7,3218
9477,0,16,227,459,30,115,78,1,4,3227
21668,1,9,231,1527,142,344,628,5,16,23353
6905,0,11,682,171,5,22,84,0,14,3985
16900,1,16,537,1207,140,354,245,3,3,18067
24304,1,3,287,3341,114,1053,1609,5,12,65550
39796,1,1,578,1658,181,447,600,2,16,25545
4511,0,10,583,216,23,37,116,0,12,3574
8145,2,6,884,518,39,182,208,4,1,3922
2980,1,1,475,254,10,53,78,5,23,1737
73859,1,25,848,5208,421,806,1590,3,3,53410
39759,1,17,763,2774,240,547,1609,0,1,24668
12146,1,20,611,1910,204,539,695,4,11,31772
28180,0,3,593,1143,90,375,389,5,18,15112
11539,0,7,847,630,42,114,102,3,17,5136
15155,2,19,39,1045,110,151,335,5,9,9875
1900,2,13,368,67,7,17,37,0,4,894
21614,1,11,928,2016,177,708,1035,4,10,45157
2549,0,21,297,142,15,18,35,2,0,1256
26736,1,20,95,2109,176,666,727,6,2,32783
23350,2,26,243,1962,180,427,469,3,16,34679
19003,2,29,756,1252,115,394,760,0,14,26123
1052,0,17,322,28,2,6,12,4,13,956
5917,0,10,374,109,6,20,55,2,23,2039
5079,2,30,786,177,14,50,86,5,14,3986
7197,1,28,808,875,73,302,497,4,15,12751
1875,1,27,848,140,8,23,84,6,3,1560
41959,0,29,914,1118,68,238,178,2,18,35823
12604,1,7,278,2037,200,292,1258,0,23,30390
5968,2,1,707,200,16,26,113,4,7,2505
8087,3,24,140,314,13,96,103,6,5,3907
9391,1,14,812,916,96,123,504,4,15,18935
14266,1,8,798,1002,109,313,502,1,2,8361
11375,0,18,841,446,32,90,236,3,7,8052
38272,1,19,360,1866,91,696,468,4,4,29219
10806,1,7,189,1599,184,214,734,6,4,13695
73223,1,24,811,6435,704,662,1007,2,11,52208
29099,1,18,489,2171,112,211,1207,3,0,42182
4007,0,4,898,85,3,27,51,0,6,1439
40516,0,10,172,1324,92,273,616,6,23,33776
2355,1,14,792,184,16,13,72,3,10,2935
26010,0,7,897,597,27,201,296,1,9,11301
7685,0,18,105,452,34,152,136,0,2,3048
32052,3,22,783,1384,94,438,620,4,7,17133
30880,1,26,519,1863,205,278,919,6,0,43247
25092,1,7,374,2983,204,557,636,5,7,24886
23911,2,25,990,2741,213,818,581,0,22,16980
5950,3,26,362,111,12,24,54,6,19,4704
1765,1,29,809,308,17,37,108,0,10,2347
8237,2,18,445,906,50,133,521,1,6,8919
3358,1,17,92,244,24,89,72,2,15,5127
18309,1,9,234,2080,114,250,342,0,6,19473
6872,1,28,421,630,66,184,289,6,12,20250
56203,1,6,744,3972,153,867,1892,2,9,74220
15865,1,27,990,1492,59,446,616,3,16,23841
26430,1,8,127,2920,324,798,1390,5,2,39470
2632,0,0,491,117,9,24,46,1,6,791
30209,1,18,201,2008,190,363,965,4,10,61066
38912,0,4,600,2227,111,671,368,6,12,31663
10514,1,18,599,1549,69,266,500,6,4,16517
14480,1,0,668,1761,185,548,434,6,22,12636
22210,2,14,116,2930,182,817,563,0,18,44730
3382,2,15,391,232,16,57,59,5,14,2670
10974,2,22,792,496,16,92,117,5,0,4436
8128,1,6,399,1170,75,159,721,2,4,10320
2873,2,25,253,332,32,95,94,0,12,4410
7371,1,11,594,375,38,38,96,6,9,9116
1559,0,7,878,23,2,8,12,5,4,190
892,0,4,477,68,6,25,23,6,22,781
2678,1,9,875,332,25,37,115,6,0,3801
49999,1,27,943,4037,316,428,1451,6,9,59299
12461,1,20,547,699,67,138,242,1,17,9543
51142,2,4,219,5083,265,1850,1538,4,21,127646
8997,0,16,613,484,24,94,137,3,7,4655
6105,0,25,646,242,27,44,138,3,19,4824
11082,3,4,956,547,17,156,121,2,2,1844
9184,0,21,82,647,27,83,150,5,18,11321
2175,1,14,644,374,30,68,157,3,18,7570
15859,1,12,318,1614,155,262,501,2,1,16891
4150,1,27,705,556,43,142,193,4,16,8946
14997,0,0,708,885,54,109,474,6,15,5975
